student_id,category,rating
762,well_versed_with_the_subject,10
385,well_versed_with_the_subject,5
195,well_versed_with_the_subject,9
144,well_versed_with_the_subject,8
767,well_versed_with_the_subject,10
300,well_versed_with_the_subject,6
580,well_versed_with_the_subject,5
216,well_versed_with_the_subject,5
583,well_versed_with_the_subject,9
881,well_versed_with_the_subject,7
488,well_versed_with_the_subject,8
892,well_versed_with_the_subject,5
152,well_versed_with_the_subject,7
925,well_versed_with_the_subject,7
729,well_versed_with_the_subject,9
647,well_versed_with_the_subject,5
686,well_versed_with_the_subject,8
93,well_versed_with_the_subject,9
485,well_versed_with_the_subject,8
59,well_versed_with_the_subject,5
907,well_versed_with_the_subject,10
158,well_versed_with_the_subject,10
955,well_versed_with_the_subject,10
758,well_versed_with_the_subject,8
605,well_versed_with_the_subject,6
475,well_versed_with_the_subject,10
154,well_versed_with_the_subject,9
79,well_versed_with_the_subject,6
36,well_versed_with_the_subject,10
562,well_versed_with_the_subject,6
231,well_versed_with_the_subject,10
869,well_versed_with_the_subject,8
608,well_versed_with_the_subject,7
846,well_versed_with_the_subject,10
542,well_versed_with_the_subject,10
941,well_versed_with_the_subject,9
919,well_versed_with_the_subject,10
352,well_versed_with_the_subject,6
839,well_versed_with_the_subject,9
266,well_versed_with_the_subject,8
298,well_versed_with_the_subject,8
929,well_versed_with_the_subject,10
574,well_versed_with_the_subject,6
250,well_versed_with_the_subject,5
616,well_versed_with_the_subject,9
164,well_versed_with_the_subject,8
827,well_versed_with_the_subject,6
228,well_versed_with_the_subject,7
787,well_versed_with_the_subject,10
317,well_versed_with_the_subject,8
110,well_versed_with_the_subject,9
165,well_versed_with_the_subject,6
701,well_versed_with_the_subject,5
362,well_versed_with_the_subject,7
890,well_versed_with_the_subject,8
728,well_versed_with_the_subject,10
466,well_versed_with_the_subject,9
709,well_versed_with_the_subject,9
482,well_versed_with_the_subject,10
406,well_versed_with_the_subject,9
66,well_versed_with_the_subject,8
862,well_versed_with_the_subject,6
61,well_versed_with_the_subject,9
111,well_versed_with_the_subject,7
147,well_versed_with_the_subject,6
211,well_versed_with_the_subject,7
996,well_versed_with_the_subject,6
459,well_versed_with_the_subject,8
81,well_versed_with_the_subject,5
288,well_versed_with_the_subject,5
6,well_versed_with_the_subject,7
547,well_versed_with_the_subject,6
30,well_versed_with_the_subject,6
445,well_versed_with_the_subject,9
591,well_versed_with_the_subject,6
770,well_versed_with_the_subject,10
484,well_versed_with_the_subject,9
180,well_versed_with_the_subject,8
946,well_versed_with_the_subject,5
901,well_versed_with_the_subject,9
517,well_versed_with_the_subject,10
545,well_versed_with_the_subject,9
918,well_versed_with_the_subject,8
652,well_versed_with_the_subject,8
471,well_versed_with_the_subject,10
323,well_versed_with_the_subject,6
276,well_versed_with_the_subject,8
672,well_versed_with_the_subject,7
337,well_versed_with_the_subject,10
468,well_versed_with_the_subject,7
380,well_versed_with_the_subject,8
755,well_versed_with_the_subject,9
267,well_versed_with_the_subject,8
598,well_versed_with_the_subject,9
128,well_versed_with_the_subject,6
444,well_versed_with_the_subject,8
572,well_versed_with_the_subject,6
319,well_versed_with_the_subject,8
390,well_versed_with_the_subject,8
176,well_versed_with_the_subject,10
883,well_versed_with_the_subject,7
831,well_versed_with_the_subject,5
220,well_versed_with_the_subject,10
17,well_versed_with_the_subject,7
938,well_versed_with_the_subject,10
651,well_versed_with_the_subject,8
953,well_versed_with_the_subject,5
902,well_versed_with_the_subject,5
167,well_versed_with_the_subject,7
669,well_versed_with_the_subject,9
859,well_versed_with_the_subject,8
120,well_versed_with_the_subject,8
293,well_versed_with_the_subject,10
789,well_versed_with_the_subject,10
182,well_versed_with_the_subject,5
369,well_versed_with_the_subject,10
207,well_versed_with_the_subject,6
842,well_versed_with_the_subject,10
38,well_versed_with_the_subject,5
495,well_versed_with_the_subject,5
942,well_versed_with_the_subject,10
752,well_versed_with_the_subject,10
940,well_versed_with_the_subject,7
648,well_versed_with_the_subject,5
125,well_versed_with_the_subject,6
516,well_versed_with_the_subject,10
963,well_versed_with_the_subject,9
215,well_versed_with_the_subject,5
823,well_versed_with_the_subject,7
840,well_versed_with_the_subject,5
429,well_versed_with_the_subject,8
109,well_versed_with_the_subject,6
795,well_versed_with_the_subject,6
760,well_versed_with_the_subject,9
536,well_versed_with_the_subject,10
888,well_versed_with_the_subject,6
719,well_versed_with_the_subject,10
654,well_versed_with_the_subject,6
947,well_versed_with_the_subject,7
403,well_versed_with_the_subject,5
124,well_versed_with_the_subject,9
548,well_versed_with_the_subject,9
880,well_versed_with_the_subject,7
939,well_versed_with_the_subject,10
166,well_versed_with_the_subject,6
885,well_versed_with_the_subject,5
112,well_versed_with_the_subject,7
811,well_versed_with_the_subject,8
213,well_versed_with_the_subject,10
375,well_versed_with_the_subject,10
897,well_versed_with_the_subject,6
460,well_versed_with_the_subject,7
416,well_versed_with_the_subject,6
571,well_versed_with_the_subject,8
744,well_versed_with_the_subject,8
378,well_versed_with_the_subject,9
121,well_versed_with_the_subject,5
462,well_versed_with_the_subject,10
777,well_versed_with_the_subject,8
845,well_versed_with_the_subject,5
533,well_versed_with_the_subject,6
450,well_versed_with_the_subject,5
717,well_versed_with_the_subject,6
469,well_versed_with_the_subject,10
670,well_versed_with_the_subject,7
137,well_versed_with_the_subject,8
801,well_versed_with_the_subject,10
315,well_versed_with_the_subject,5
153,well_versed_with_the_subject,7
190,well_versed_with_the_subject,8
22,well_versed_with_the_subject,7
949,well_versed_with_the_subject,9
523,well_versed_with_the_subject,10
527,well_versed_with_the_subject,5
461,well_versed_with_the_subject,7
244,well_versed_with_the_subject,5
363,well_versed_with_the_subject,9
610,well_versed_with_the_subject,8
381,well_versed_with_the_subject,9
954,well_versed_with_the_subject,8
604,well_versed_with_the_subject,10
414,well_versed_with_the_subject,10
151,well_versed_with_the_subject,8
721,well_versed_with_the_subject,6
664,well_versed_with_the_subject,10
956,well_versed_with_the_subject,7
747,well_versed_with_the_subject,5
438,well_versed_with_the_subject,9
975,well_versed_with_the_subject,5
277,well_versed_with_the_subject,5
312,well_versed_with_the_subject,7
565,well_versed_with_the_subject,10
739,well_versed_with_the_subject,8
584,well_versed_with_the_subject,8
894,well_versed_with_the_subject,6
270,well_versed_with_the_subject,9
966,well_versed_with_the_subject,7
489,well_versed_with_the_subject,7
665,well_versed_with_the_subject,6
71,well_versed_with_the_subject,9
603,well_versed_with_the_subject,7
196,well_versed_with_the_subject,8
804,well_versed_with_the_subject,9
837,well_versed_with_the_subject,5
530,well_versed_with_the_subject,6
720,well_versed_with_the_subject,6
272,well_versed_with_the_subject,5
984,well_versed_with_the_subject,5
185,well_versed_with_the_subject,10
487,well_versed_with_the_subject,6
75,well_versed_with_the_subject,8
718,well_versed_with_the_subject,6
496,well_versed_with_the_subject,10
630,well_versed_with_the_subject,5
637,well_versed_with_the_subject,8
360,well_versed_with_the_subject,9
183,well_versed_with_the_subject,6
689,well_versed_with_the_subject,10
236,well_versed_with_the_subject,6
768,well_versed_with_the_subject,6
316,well_versed_with_the_subject,7
396,well_versed_with_the_subject,6
212,well_versed_with_the_subject,6
830,well_versed_with_the_subject,9
209,well_versed_with_the_subject,9
62,well_versed_with_the_subject,7
447,well_versed_with_the_subject,8
100,well_versed_with_the_subject,6
305,well_versed_with_the_subject,10
494,well_versed_with_the_subject,10
328,well_versed_with_the_subject,10
854,well_versed_with_the_subject,8
866,well_versed_with_the_subject,5
943,well_versed_with_the_subject,8
734,well_versed_with_the_subject,9
189,well_versed_with_the_subject,9
404,well_versed_with_the_subject,10
518,well_versed_with_the_subject,7
856,well_versed_with_the_subject,6
70,well_versed_with_the_subject,9
457,well_versed_with_the_subject,7
148,well_versed_with_the_subject,5
958,well_versed_with_the_subject,10
356,well_versed_with_the_subject,7
793,well_versed_with_the_subject,10
771,well_versed_with_the_subject,8
452,well_versed_with_the_subject,5
72,well_versed_with_the_subject,8
710,well_versed_with_the_subject,7
980,well_versed_with_the_subject,6
145,well_versed_with_the_subject,6
960,well_versed_with_the_subject,6
660,well_versed_with_the_subject,5
987,well_versed_with_the_subject,9
534,well_versed_with_the_subject,9
858,well_versed_with_the_subject,9
324,well_versed_with_the_subject,10
884,well_versed_with_the_subject,7
611,well_versed_with_the_subject,8
136,well_versed_with_the_subject,8
705,well_versed_with_the_subject,9
991,well_versed_with_the_subject,7
676,well_versed_with_the_subject,9
769,well_versed_with_the_subject,9
246,well_versed_with_the_subject,7
644,well_versed_with_the_subject,9
263,well_versed_with_the_subject,7
476,well_versed_with_the_subject,9
697,well_versed_with_the_subject,7
95,well_versed_with_the_subject,7
688,well_versed_with_the_subject,8
633,well_versed_with_the_subject,8
241,well_versed_with_the_subject,8
524,well_versed_with_the_subject,9
504,well_versed_with_the_subject,9
417,well_versed_with_the_subject,9
554,well_versed_with_the_subject,6
656,well_versed_with_the_subject,6
19,well_versed_with_the_subject,10
275,well_versed_with_the_subject,8
478,well_versed_with_the_subject,5
132,well_versed_with_the_subject,6
515,well_versed_with_the_subject,8
44,well_versed_with_the_subject,8
388,well_versed_with_the_subject,6
204,well_versed_with_the_subject,8
338,well_versed_with_the_subject,5
619,well_versed_with_the_subject,8
205,well_versed_with_the_subject,8
39,well_versed_with_the_subject,7
53,well_versed_with_the_subject,5
58,well_versed_with_the_subject,9
157,well_versed_with_the_subject,9
28,well_versed_with_the_subject,8
833,well_versed_with_the_subject,8
252,well_versed_with_the_subject,8
658,well_versed_with_the_subject,8
179,well_versed_with_the_subject,6
851,well_versed_with_the_subject,9
809,well_versed_with_the_subject,7
330,well_versed_with_the_subject,7
94,well_versed_with_the_subject,10
826,well_versed_with_the_subject,10
227,well_versed_with_the_subject,9
1000,well_versed_with_the_subject,9
114,well_versed_with_the_subject,10
251,well_versed_with_the_subject,5
613,well_versed_with_the_subject,5
101,well_versed_with_the_subject,10
871,well_versed_with_the_subject,7
551,well_versed_with_the_subject,6
931,well_versed_with_the_subject,6
49,well_versed_with_the_subject,8
512,well_versed_with_the_subject,5
261,well_versed_with_the_subject,9
754,well_versed_with_the_subject,6
345,well_versed_with_the_subject,8
970,well_versed_with_the_subject,10
990,well_versed_with_the_subject,6
911,well_versed_with_the_subject,6
909,well_versed_with_the_subject,9
817,well_versed_with_the_subject,6
733,well_versed_with_the_subject,10
626,well_versed_with_the_subject,7
292,well_versed_with_the_subject,7
82,well_versed_with_the_subject,5
355,well_versed_with_the_subject,10
948,well_versed_with_the_subject,9
341,well_versed_with_the_subject,9
952,well_versed_with_the_subject,7
711,well_versed_with_the_subject,7
635,well_versed_with_the_subject,7
850,well_versed_with_the_subject,5
716,well_versed_with_the_subject,6
627,well_versed_with_the_subject,10
661,well_versed_with_the_subject,6
877,well_versed_with_the_subject,8
177,well_versed_with_the_subject,8
322,well_versed_with_the_subject,8
914,well_versed_with_the_subject,9
486,well_versed_with_the_subject,10
723,well_versed_with_the_subject,6
105,well_versed_with_the_subject,9
52,well_versed_with_the_subject,6
436,well_versed_with_the_subject,9
829,well_versed_with_the_subject,6
753,well_versed_with_the_subject,5
130,well_versed_with_the_subject,7
91,well_versed_with_the_subject,6
590,well_versed_with_the_subject,10
965,well_versed_with_the_subject,10
99,well_versed_with_the_subject,8
912,well_versed_with_the_subject,7
395,well_versed_with_the_subject,9
923,well_versed_with_the_subject,6
499,well_versed_with_the_subject,7
115,well_versed_with_the_subject,5
815,well_versed_with_the_subject,5
570,well_versed_with_the_subject,10
825,well_versed_with_the_subject,9
620,well_versed_with_the_subject,9
175,well_versed_with_the_subject,10
358,well_versed_with_the_subject,5
191,well_versed_with_the_subject,7
492,well_versed_with_the_subject,6
529,well_versed_with_the_subject,9
389,well_versed_with_the_subject,5
878,well_versed_with_the_subject,6
368,well_versed_with_the_subject,7
122,well_versed_with_the_subject,7
332,well_versed_with_the_subject,9
303,well_versed_with_the_subject,7
336,well_versed_with_the_subject,8
588,well_versed_with_the_subject,6
609,well_versed_with_the_subject,10
920,well_versed_with_the_subject,10
370,well_versed_with_the_subject,9
405,well_versed_with_the_subject,10
779,well_versed_with_the_subject,10
962,well_versed_with_the_subject,10
268,well_versed_with_the_subject,10
625,well_versed_with_the_subject,10
217,well_versed_with_the_subject,8
479,well_versed_with_the_subject,10
500,well_versed_with_the_subject,9
409,well_versed_with_the_subject,8
546,well_versed_with_the_subject,7
967,well_versed_with_the_subject,5
343,well_versed_with_the_subject,8
639,well_versed_with_the_subject,7
402,well_versed_with_the_subject,6
617,well_versed_with_the_subject,5
349,well_versed_with_the_subject,6
994,well_versed_with_the_subject,8
279,well_versed_with_the_subject,5
926,well_versed_with_the_subject,10
816,well_versed_with_the_subject,10
765,well_versed_with_the_subject,8
160,well_versed_with_the_subject,10
606,well_versed_with_the_subject,8
602,well_versed_with_the_subject,5
893,well_versed_with_the_subject,10
810,well_versed_with_the_subject,9
802,well_versed_with_the_subject,8
162,well_versed_with_the_subject,6
449,well_versed_with_the_subject,5
463,well_versed_with_the_subject,7
41,well_versed_with_the_subject,5
838,well_versed_with_the_subject,6
703,well_versed_with_the_subject,10
490,well_versed_with_the_subject,9
906,well_versed_with_the_subject,7
174,well_versed_with_the_subject,7
4,well_versed_with_the_subject,5
161,well_versed_with_the_subject,6
31,well_versed_with_the_subject,5
623,well_versed_with_the_subject,6
818,well_versed_with_the_subject,10
60,well_versed_with_the_subject,5
384,well_versed_with_the_subject,6
971,well_versed_with_the_subject,7
427,well_versed_with_the_subject,7
431,well_versed_with_the_subject,10
408,well_versed_with_the_subject,6
577,well_versed_with_the_subject,10
803,well_versed_with_the_subject,6
273,well_versed_with_the_subject,9
371,well_versed_with_the_subject,6
999,well_versed_with_the_subject,6
595,well_versed_with_the_subject,10
63,well_versed_with_the_subject,8
899,well_versed_with_the_subject,5
0,well_versed_with_the_subject,7
796,well_versed_with_the_subject,7
181,well_versed_with_the_subject,10
290,well_versed_with_the_subject,6
373,well_versed_with_the_subject,6
285,well_versed_with_the_subject,6
882,well_versed_with_the_subject,6
776,well_versed_with_the_subject,8
935,well_versed_with_the_subject,10
679,well_versed_with_the_subject,10
102,well_versed_with_the_subject,7
618,well_versed_with_the_subject,5
607,well_versed_with_the_subject,8
743,well_versed_with_the_subject,9
682,well_versed_with_the_subject,8
16,well_versed_with_the_subject,5
969,well_versed_with_the_subject,8
46,well_versed_with_the_subject,8
706,well_versed_with_the_subject,6
993,well_versed_with_the_subject,9
508,well_versed_with_the_subject,10
989,well_versed_with_the_subject,8
133,well_versed_with_the_subject,10
15,well_versed_with_the_subject,8
78,well_versed_with_the_subject,10
433,well_versed_with_the_subject,6
784,well_versed_with_the_subject,7
983,well_versed_with_the_subject,5
197,well_versed_with_the_subject,9
483,well_versed_with_the_subject,8
376,well_versed_with_the_subject,5
915,well_versed_with_the_subject,10
210,well_versed_with_the_subject,6
20,well_versed_with_the_subject,8
425,well_versed_with_the_subject,5
668,well_versed_with_the_subject,6
54,well_versed_with_the_subject,7
950,well_versed_with_the_subject,7
782,well_versed_with_the_subject,6
108,well_versed_with_the_subject,5
400,well_versed_with_the_subject,9
685,well_versed_with_the_subject,10
673,well_versed_with_the_subject,9
198,well_versed_with_the_subject,6
14,well_versed_with_the_subject,5
172,well_versed_with_the_subject,6
359,well_versed_with_the_subject,5
714,well_versed_with_the_subject,10
785,well_versed_with_the_subject,7
865,well_versed_with_the_subject,8
662,well_versed_with_the_subject,10
513,well_versed_with_the_subject,9
722,well_versed_with_the_subject,7
8,well_versed_with_the_subject,6
873,well_versed_with_the_subject,10
684,well_versed_with_the_subject,10
73,well_versed_with_the_subject,7
900,well_versed_with_the_subject,9
933,well_versed_with_the_subject,6
634,well_versed_with_the_subject,6
835,well_versed_with_the_subject,8
422,well_versed_with_the_subject,9
235,well_versed_with_the_subject,6
286,well_versed_with_the_subject,10
129,well_versed_with_the_subject,7
443,well_versed_with_the_subject,7
301,well_versed_with_the_subject,10
532,well_versed_with_the_subject,10
64,well_versed_with_the_subject,6
860,well_versed_with_the_subject,10
559,well_versed_with_the_subject,8
311,well_versed_with_the_subject,7
32,well_versed_with_the_subject,9
296,well_versed_with_the_subject,10
419,well_versed_with_the_subject,10
83,well_versed_with_the_subject,10
594,well_versed_with_the_subject,7
501,well_versed_with_the_subject,5
411,well_versed_with_the_subject,8
824,well_versed_with_the_subject,10
585,well_versed_with_the_subject,7
848,well_versed_with_the_subject,9
299,well_versed_with_the_subject,10
107,well_versed_with_the_subject,9
119,well_versed_with_the_subject,9
335,well_versed_with_the_subject,5
557,well_versed_with_the_subject,5
113,well_versed_with_the_subject,5
281,well_versed_with_the_subject,5
836,well_versed_with_the_subject,9
426,well_versed_with_the_subject,9
42,well_versed_with_the_subject,8
567,well_versed_with_the_subject,9
589,well_versed_with_the_subject,5
187,well_versed_with_the_subject,5
615,well_versed_with_the_subject,5
556,well_versed_with_the_subject,9
3,well_versed_with_the_subject,9
667,well_versed_with_the_subject,9
234,well_versed_with_the_subject,7
96,well_versed_with_the_subject,6
691,well_versed_with_the_subject,7
269,well_versed_with_the_subject,9
566,well_versed_with_the_subject,8
985,well_versed_with_the_subject,5
437,well_versed_with_the_subject,7
200,well_versed_with_the_subject,8
291,well_versed_with_the_subject,10
612,well_versed_with_the_subject,8
448,well_versed_with_the_subject,6
439,well_versed_with_the_subject,6
573,well_versed_with_the_subject,5
7,well_versed_with_the_subject,5
725,well_versed_with_the_subject,5
50,well_versed_with_the_subject,9
423,well_versed_with_the_subject,7
140,well_versed_with_the_subject,7
135,well_versed_with_the_subject,8
786,well_versed_with_the_subject,5
601,well_versed_with_the_subject,8
493,well_versed_with_the_subject,9
553,well_versed_with_the_subject,7
27,well_versed_with_the_subject,7
257,well_versed_with_the_subject,8
225,well_versed_with_the_subject,10
788,well_versed_with_the_subject,6
37,well_versed_with_the_subject,8
170,well_versed_with_the_subject,5
528,well_versed_with_the_subject,9
600,well_versed_with_the_subject,7
655,well_versed_with_the_subject,7
74,well_versed_with_the_subject,8
505,well_versed_with_the_subject,9
377,well_versed_with_the_subject,5
808,well_versed_with_the_subject,8
366,well_versed_with_the_subject,9
238,well_versed_with_the_subject,8
255,well_versed_with_the_subject,9
123,well_versed_with_the_subject,10
663,well_versed_with_the_subject,6
876,well_versed_with_the_subject,6
690,well_versed_with_the_subject,5
309,well_versed_with_the_subject,5
693,well_versed_with_the_subject,7
226,well_versed_with_the_subject,7
951,well_versed_with_the_subject,10
260,well_versed_with_the_subject,9
243,well_versed_with_the_subject,9
222,well_versed_with_the_subject,5
314,well_versed_with_the_subject,5
229,well_versed_with_the_subject,7
85,well_versed_with_the_subject,5
76,well_versed_with_the_subject,8
887,well_versed_with_the_subject,6
582,well_versed_with_the_subject,8
674,well_versed_with_the_subject,8
986,well_versed_with_the_subject,7
511,well_versed_with_the_subject,8
879,well_versed_with_the_subject,6
401,well_versed_with_the_subject,8
514,well_versed_with_the_subject,6
750,well_versed_with_the_subject,10
156,well_versed_with_the_subject,7
775,well_versed_with_the_subject,5
329,well_versed_with_the_subject,9
467,well_versed_with_the_subject,8
178,well_versed_with_the_subject,7
549,well_versed_with_the_subject,5
453,well_versed_with_the_subject,8
307,well_versed_with_the_subject,6
472,well_versed_with_the_subject,6
392,well_versed_with_the_subject,7
65,well_versed_with_the_subject,6
575,well_versed_with_the_subject,9
855,well_versed_with_the_subject,8
791,well_versed_with_the_subject,5
391,well_versed_with_the_subject,5
973,well_versed_with_the_subject,6
828,well_versed_with_the_subject,8
247,well_versed_with_the_subject,6
412,well_versed_with_the_subject,9
67,well_versed_with_the_subject,7
289,well_versed_with_the_subject,5
399,well_versed_with_the_subject,10
138,well_versed_with_the_subject,8
537,well_versed_with_the_subject,10
265,well_versed_with_the_subject,5
724,well_versed_with_the_subject,5
653,well_versed_with_the_subject,5
318,well_versed_with_the_subject,6
232,well_versed_with_the_subject,6
21,well_versed_with_the_subject,9
998,well_versed_with_the_subject,9
694,well_versed_with_the_subject,9
927,well_versed_with_the_subject,6
348,well_versed_with_the_subject,7
968,well_versed_with_the_subject,6
992,well_versed_with_the_subject,10
764,well_versed_with_the_subject,9
587,well_versed_with_the_subject,5
944,well_versed_with_the_subject,10
239,well_versed_with_the_subject,5
886,well_versed_with_the_subject,7
23,well_versed_with_the_subject,9
458,well_versed_with_the_subject,6
822,well_versed_with_the_subject,6
413,well_versed_with_the_subject,7
563,well_versed_with_the_subject,7
331,well_versed_with_the_subject,8
434,well_versed_with_the_subject,7
456,well_versed_with_the_subject,10
430,well_versed_with_the_subject,9
896,well_versed_with_the_subject,6
451,well_versed_with_the_subject,9
477,well_versed_with_the_subject,5
9,well_versed_with_the_subject,7
325,well_versed_with_the_subject,7
812,well_versed_with_the_subject,9
727,well_versed_with_the_subject,7
928,well_versed_with_the_subject,6
134,well_versed_with_the_subject,9
819,well_versed_with_the_subject,6
230,well_versed_with_the_subject,7
520,well_versed_with_the_subject,9
326,well_versed_with_the_subject,7
142,well_versed_with_the_subject,6
491,well_versed_with_the_subject,5
379,well_versed_with_the_subject,7
465,well_versed_with_the_subject,5
756,well_versed_with_the_subject,6
347,well_versed_with_the_subject,6
237,well_versed_with_the_subject,10
642,well_versed_with_the_subject,5
506,well_versed_with_the_subject,9
646,well_versed_with_the_subject,7
382,well_versed_with_the_subject,10
256,well_versed_with_the_subject,6
327,well_versed_with_the_subject,8
624,well_versed_with_the_subject,7
155,well_versed_with_the_subject,8
578,well_versed_with_the_subject,8
640,well_versed_with_the_subject,10
997,well_versed_with_the_subject,9
242,well_versed_with_the_subject,7
344,well_versed_with_the_subject,7
699,well_versed_with_the_subject,9
77,well_versed_with_the_subject,9
821,well_versed_with_the_subject,8
903,well_versed_with_the_subject,9
540,well_versed_with_the_subject,9
596,well_versed_with_the_subject,5
169,well_versed_with_the_subject,8
526,well_versed_with_the_subject,9
361,well_versed_with_the_subject,7
917,well_versed_with_the_subject,8
342,well_versed_with_the_subject,5
599,well_versed_with_the_subject,5
875,well_versed_with_the_subject,5
745,well_versed_with_the_subject,5
131,well_versed_with_the_subject,9
143,well_versed_with_the_subject,6
666,well_versed_with_the_subject,10
104,well_versed_with_the_subject,8
964,well_versed_with_the_subject,8
208,well_versed_with_the_subject,8
774,well_versed_with_the_subject,7
346,well_versed_with_the_subject,10
97,well_versed_with_the_subject,7
306,well_versed_with_the_subject,9
18,well_versed_with_the_subject,9
284,well_versed_with_the_subject,5
173,well_versed_with_the_subject,5
558,well_versed_with_the_subject,7
51,well_versed_with_the_subject,7
357,well_versed_with_the_subject,5
692,well_versed_with_the_subject,8
26,well_versed_with_the_subject,8
386,well_versed_with_the_subject,9
287,well_versed_with_the_subject,5
974,well_versed_with_the_subject,8
683,well_versed_with_the_subject,6
374,well_versed_with_the_subject,6
278,well_versed_with_the_subject,10
367,well_versed_with_the_subject,10
800,well_versed_with_the_subject,7
11,well_versed_with_the_subject,9
310,well_versed_with_the_subject,5
910,well_versed_with_the_subject,5
440,well_versed_with_the_subject,5
441,well_versed_with_the_subject,7
146,well_versed_with_the_subject,8
614,well_versed_with_the_subject,8
262,well_versed_with_the_subject,10
34,well_versed_with_the_subject,9
407,well_versed_with_the_subject,9
564,well_versed_with_the_subject,5
538,well_versed_with_the_subject,8
748,well_versed_with_the_subject,5
675,well_versed_with_the_subject,8
224,well_versed_with_the_subject,10
10,well_versed_with_the_subject,8
708,well_versed_with_the_subject,5
636,well_versed_with_the_subject,7
218,well_versed_with_the_subject,7
193,well_versed_with_the_subject,5
106,well_versed_with_the_subject,6
834,well_versed_with_the_subject,8
597,well_versed_with_the_subject,5
45,well_versed_with_the_subject,8
264,well_versed_with_the_subject,5
219,well_versed_with_the_subject,10
249,well_versed_with_the_subject,10
507,well_versed_with_the_subject,9
383,well_versed_with_the_subject,10
631,well_versed_with_the_subject,10
502,well_versed_with_the_subject,6
792,well_versed_with_the_subject,10
